
SetupTitle, TFT lin RollOut
PrimitiveTest, I/V Sweep
DataValue, 1.9000000000000001, 0.1, 2.60502E-07, 1.7410000000000002E-12, -2.60508E-07, 2.0832500000000003E-07, 1.7410000000000002E-12, 2.60502E-07
DataValue, 2, 0.1, 2.81543E-07, -9.49E-13, -2.8159199999999997E-07, 2.1241500000000017E-07, 9.49E-13, 2.81543E-07
DataValue, 2.1, 0.1, 3.02985E-07, 1.063E-12, -3.03083E-07, 2.1655999999999974E-07, 1.063E-12, 3.02985E-07
DataValue, 2.2, 0.1, 3.24855E-07, -1.0350000000000001E-12, -3.25001E-07, 2.2035499999999967E-07, 1.0350000000000001E-12, 3.24855E-07
DataValue, 2.3000000000000003, 0.1, 3.47056E-07, -3.19E-13, -3.47208E-07, 2.2363500000000043E-07, 3.19E-13, 3.47056E-07
DataValue, 2.4, 0.1, 3.69582E-07, 8.4000000000000006E-13, -3.69763E-07, 2.2703000000000044E-07, 8.4000000000000006E-13, 3.69582E-07
DataValue, 2.5, 0.1, 3.92462E-07, -6.6800000000000008E-13, -3.9274E-07, 2.3082499999999961E-07, 6.6800000000000008E-13, 3.92462E-07
DataValue, 2.6, 0.1, 4.1574699999999997E-07, -1.439E-12, -4.15994E-07, 2.3417999999999957E-07, 1.439E-12, 4.1574699999999997E-07
DataValue, 2.7, 0.1, 4.3929799999999997E-07, 3.5170000000000005E-12, -4.39606E-07, 2.3718499999999994E-07, 3.5170000000000005E-12, 4.3929799999999997E-07
DataValue, 2.8000000000000003, 0.1, 4.63184E-07, -2.807E-12, -4.6348399999999997E-07, 2.4018000000000029E-07, 2.807E-12, 4.63184E-07
DataValue, 2.9, 0.1, 4.87334E-07, 2.0280000000000002E-12, -4.87724E-07, 2.4343500000000014E-07, 2.0280000000000002E-12, 4.87334E-07
DataValue, 3, 0.1, 5.11871E-07, -1.0870000000000001E-12, -5.12267E-07, 2.4661000000000017E-07, 1.0870000000000001E-12, 5.11871E-07
DataValue, 3.1, 0.1, 5.36656E-07, -3.4E-13, -5.37122E-07, 2.4940500000000003E-07, 3.4E-13, 5.36656E-07
DataValue, 3.2, 0.1, 5.61752E-07, 9.0900000000000006E-13, -5.62226E-07, 2.5253999999999975E-07, 9.0900000000000006E-13, 5.61752E-07
DataValue, 3.3000000000000003, 0.1, 5.87164E-07, -6.12E-13, -5.87589E-07, 2.5495500000000023E-07, 6.12E-13, 5.87164E-07
DataValue, 3.4, 0.1, 6.12743E-07, 4.11E-13, -6.13319E-07, 2.5749000000000033E-07, 4.11E-13, 6.12743E-07
DataValue, 3.5, 0.1, 6.38662E-07, 6.35E-13, -6.39225E-07, 2.6067499999999984E-07, 6.35E-13, 6.38662E-07
DataValue, 3.6, 0.1, 6.64878E-07, -1.2230000000000001E-12, -6.65489E-07, 2.6351499999999935E-07, 1.2230000000000001E-12, 6.64878E-07
DataValue, 3.7, 0.1, 6.9136499999999994E-07, -4.87E-13, -6.9192E-07, 2.6571999999999987E-07, 4.87E-13, 6.9136499999999994E-07
DataValue, 3.8000000000000003, 0.1, 7.18022E-07, 1.5660000000000002E-12, -7.18726E-07, 2.6820000000000061E-07, 1.5660000000000002E-12, 7.18022E-07
DataValue, 3.9, 0.1, 7.45005E-07, 1.519E-12, -7.4572799999999994E-07, 2.7089000000000022E-07, 1.519E-12, 7.45005E-07
DataValue, 4, 0.1, 7.722E-07, 8.1700000000000005E-13, -7.72918E-07, 2.7308000000000033E-07, 8.1700000000000005E-13, 7.722E-07
DataValue, 4.1, 0.1, 7.99621E-07, 6.61E-13, -8.0032899999999994E-07, 2.753699999999999E-07, 6.61E-13, 7.99621E-07
DataValue, 4.2, 0.1, 8.27274E-07, -9.53E-13, -8.28063E-07, 2.7793999999999991E-07, 9.53E-13, 8.27274E-07
DataValue, 4.3, 0.1, 8.55209E-07, 4.74E-13, -8.5602699999999994E-07, 2.8057499999999959E-07, 4.74E-13, 8.55209E-07
DataValue, 4.4, 0.1, 8.83389E-07, 2.5E-13, -8.8423E-07, 2.8302999999999959E-07, 2.5E-13, 8.83389E-07
DataValue, 4.5, 0.1, 9.11815E-07, -5.5200000000000007E-13, -9.1265E-07, 2.8504499999999963E-07, 5.5200000000000007E-13, 9.11815E-07
DataValue, 4.6000000000000005, 0.1, 9.40398E-07, 8.8200000000000008E-13, -9.41262E-07, 2.8697499999999996E-07, 8.8200000000000008E-13, 9.40398E-07
DataValue, 4.7, 0.1, 9.6921E-07, 3.0000000000000005E-14, -9.70084E-07, 2.8916500000000133E-07, 3.0000000000000005E-14, 9.6921E-07
DataValue, 4.8, 0.1, 9.98231E-07, -1.3100000000000002E-13, -9.99126E-07, 2.8965000000000021E-07, 1.3100000000000002E-13, 9.98231E-07
DataValue, 4.9, 0.1, 1.0271400000000001E-06, 5.0100000000000009E-13, -1.02801E-06, 2.9114500000000019E-07, 5.0100000000000009E-13, 1.0271400000000001E-06
DataValue, 5, 0.1, 1.0564600000000001E-06, -4.01E-13, -1.05747E-06, 2.9469999999999985E-07, 4.01E-13, 1.0564600000000001E-06
DataValue, 5.1000000000000005, 0.1, 1.0860800000000002E-06, -1.71E-13, -1.0871000000000002E-06, 2.9664999999999968E-07, 1.71E-13, 1.0860800000000002E-06
DataValue, 5.2, 0.1, 1.1157900000000001E-06, 5.85E-13, -1.11684E-06, 2.9850000000000125E-07, 5.85E-13, 1.1157900000000001E-06
DataValue, 5.3, 0.1, 1.1457800000000002E-06, -2.9700000000000005E-13, -1.1468700000000002E-06, 3.0104999999999938E-07, 2.9700000000000005E-13, 1.1457800000000002E-06
DataValue, 5.4, 0.1, 1.176E-06, 4.23E-13, -1.17705E-06, 3.028499999999993E-07, 4.23E-13, 1.176E-06
DataValue, 5.5, 0.1, 1.20635E-06, 4.5800000000000007E-13, -1.20743E-06, 3.0424999999999983E-07, 4.5800000000000007E-13, 1.20635E-06
DataValue, 5.6000000000000005, 0.1, 1.23685E-06, -4.0500000000000004E-13, -1.2379600000000002E-06, 3.0604999999999975E-07, 4.0500000000000004E-13, 1.23685E-06
DataValue, 5.7, 0.1, 1.2675600000000001E-06, 3.3E-13, -1.2687500000000001E-06, 3.0800000000000096E-07, 3.3E-13, 1.2675600000000001E-06
DataValue, 5.8, 0.1, 1.29845E-06, -1.303E-12, -1.2996000000000002E-06, 3.0994999999999941E-07, 1.303E-12, 1.29845E-06
DataValue, 5.9, 0.1, 1.32955E-06, -2.9380000000000002E-12, -1.33057E-06, 3.1140000000000026E-07, 2.9380000000000002E-12, 1.32955E-06
DataValue, 6, 0.1, 1.3607300000000001E-06, 1.686E-12, -1.3619600000000002E-06, 3.1285000000000005E-07, 1.686E-12, 1.3607300000000001E-06
DataValue, 6.1000000000000005, 0.1, 1.3921200000000001E-06, 2.7090000000000003E-12, -1.3933400000000001E-06, 3.1515E-07, 2.7090000000000003E-12, 1.3921200000000001E-06
DataValue, 6.2, 0.1, 1.4237600000000002E-06, -9.000000000000001E-13, -1.4249500000000002E-06, 3.1635000000000169E-07, 9.000000000000001E-13, 1.4237600000000002E-06
DataValue, 6.3, 0.1, 1.4553900000000002E-06, 1.834E-12, -1.4565800000000003E-06, 3.1719999999999943E-07, 1.834E-12, 1.4553900000000002E-06
DataValue, 6.4, 0.1, 1.4872000000000001E-06, -5.38E-13, -1.48844E-06, 3.185999999999989E-07, 5.38E-13, 1.4872000000000001E-06
DataValue, 6.5, 0.1, 1.51911E-06, -2.49E-13, -1.5204E-06, 3.2069999999999969E-07, 2.49E-13, 1.51911E-06
DataValue, 6.6000000000000005, 0.1, 1.5513400000000001E-06, 1.512E-12, -1.5524000000000002E-06, 3.2139999999999995E-07, 1.512E-12, 1.5513400000000001E-06
DataValue, 6.7, 0.1, 1.58339E-06, -1.092E-12, -1.5846000000000003E-06, 3.2225000000000155E-07, 1.092E-12, 1.58339E-06
DataValue, 6.8, 0.1, 1.6157900000000002E-06, -6.5E-14, -1.61702E-06, 3.2430000000000059E-07, 6.5E-14, 1.6157900000000002E-06
DataValue, 6.9, 0.1, 1.6482500000000003E-06, 2.7400000000000004E-13, -1.6494800000000001E-06, 3.2559999999999942E-07, 2.7400000000000004E-13, 1.6482500000000003E-06
DataValue, 7, 0.1, 1.6809100000000001E-06, -3.4800000000000003E-13, -1.6821100000000002E-06, 3.2659999999999987E-07, 3.4800000000000003E-13, 1.6809100000000001E-06
