
SetupTitle, TFT sat RollOut
PrimitiveTest, I/V Sweep
DataValue, 1.9000000000000001, 7, 3.6019800000000003E-06, -3.5500000000000005E-13, -3.5952600000000003E-06, 2.0680219706409073E-06, 3.5500000000000005E-13, 3.6019800000000003E-06
DataValue, 2, 7, 4.17205E-06, -1.99E-13, -4.1657700000000004E-06, 2.1181817823740609E-06, 1.99E-13, 4.17205E-06
DataValue, 2.1, 7, 4.79158E-06, -4.0600000000000004E-13, -4.78664E-06, 2.162595528325348E-06, 4.0600000000000004E-13, 4.79158E-06
DataValue, 2.2, 7, 5.46005E-06, -1.7E-13, -5.45442E-06, 2.2058944706000483E-06, 1.7E-13, 5.46005E-06
DataValue, 2.3000000000000003, 7, 6.1802600000000005E-06, -3.4E-14, -6.1753800000000005E-06, 2.24833626536015E-06, 3.4E-14, 6.1802600000000005E-06
DataValue, 2.4, 7, 6.9514700000000007E-06, -2.8E-14, -6.9465800000000008E-06, 2.2811947680753782E-06, 2.8E-14, 6.9514700000000007E-06
DataValue, 2.5, 7, 7.77342E-06, 2.72E-13, -7.77005E-06, 2.3196947563870784E-06, 2.72E-13, 7.77342E-06
DataValue, 2.6, 7, 8.65051E-06, 6.8E-14, -8.6454900000000015E-06, 2.3499961060959316E-06, 6.8E-14, 8.65051E-06
DataValue, 2.7, 7, 9.5770400000000011E-06, 1.9E-14, -9.5759600000000017E-06, 2.390598270841788E-06, 1.9E-14, 9.5770400000000011E-06
DataValue, 2.8000000000000003, 7, 1.0565140000000001E-05, 5.0000000000000008E-15, -1.0563700000000002E-05, 2.4391806770520082E-06, 5.0000000000000008E-15, 1.0565140000000001E-05
DataValue, 2.9, 7, 1.1607900000000001E-05, -1.17E-13, -1.1607100000000001E-05, 2.4664615705138514E-06, 1.17E-13, 1.1607900000000001E-05
DataValue, 3, 7, 1.2705700000000001E-05, 2.1000000000000001E-13, -1.2705800000000001E-05, 2.4951200356855181E-06, 2.1000000000000001E-13, 1.2705700000000001E-05
DataValue, 3.1, 7, 1.38604E-05, -9.0000000000000008E-14, -1.38636E-05, 2.5232910608540652E-06, 9.0000000000000008E-14, 1.38604E-05
DataValue, 3.2, 7, 1.5071500000000001E-05, 2.35E-13, -1.5080000000000001E-05, 2.5691261086125339E-06, 2.35E-13, 1.5071500000000001E-05
DataValue, 3.3000000000000003, 7, 1.63501E-05, -8.3000000000000012E-14, -1.63599E-05, 2.6183496351165116E-06, 8.3000000000000012E-14, 1.63501E-05
DataValue, 3.4, 7, 1.7689E-05, 1.3800000000000002E-13, -1.76965E-05, 2.6365036635449377E-06, 1.3800000000000002E-13, 1.7689E-05
DataValue, 3.5, 7, 1.90818E-05, 2.32E-13, -1.9087100000000002E-05, 2.6576613169918746E-06, 2.32E-13, 1.90818E-05
DataValue, 3.6, 7, 2.0537900000000002E-05, -4.0000000000000006E-14, -2.0551E-05, 2.695591386489571E-06, 4.0000000000000006E-14, 2.0537900000000002E-05
DataValue, 3.7, 7, 2.2058400000000002E-05, 1.6E-14, -2.20701E-05, 2.73279525501715E-06, 1.6E-14, 2.2058400000000002E-05
DataValue, 3.8000000000000003, 7, 2.3643900000000002E-05, -2.4200000000000003E-13, -2.36535E-05, 2.7521496653312106E-06, 2.4200000000000003E-13, 2.3643900000000002E-05
DataValue, 3.9, 7, 2.52851E-05, -2.8800000000000004E-13, -2.53039E-05, 2.7829486742003032E-06, 2.8800000000000004E-13, 2.52851E-05
DataValue, 4, 7, 2.6999900000000002E-05, -1.7400000000000002E-13, -2.70234E-05, 2.8281958676785105E-06, 1.7400000000000002E-13, 2.6999900000000002E-05
DataValue, 4.1, 7, 2.87808E-05, -3.3200000000000005E-13, -2.8801E-05, 2.8537543431946331E-06, 3.3200000000000005E-13, 2.87808E-05
DataValue, 4.2, 7, 3.06252E-05, -1.57E-13, -3.06454E-05, 2.88010510037384E-06, 1.57E-13, 3.06252E-05
DataValue, 4.3, 7, 3.25378E-05, 1.1E-14, -3.25659E-05, 2.9109851880353338E-06, 1.1E-14, 3.25378E-05
DataValue, 4.4, 7, 3.45184E-05, -6.0000000000000005E-15, -3.45481E-05, 2.9438852945460585E-06, 6.0000000000000005E-15, 3.45184E-05
DataValue, 4.5, 7, 3.65704E-05, 1.22E-13, -3.6599E-05, 2.9693357999412146E-06, 1.22E-13, 3.65704E-05
DataValue, 4.6000000000000005, 7, 3.8686800000000004E-05, 1.9100000000000002E-13, -3.87172E-05, 2.99739372801077E-06, 1.9100000000000002E-13, 3.8686800000000004E-05
DataValue, 4.7, 7, 4.0878200000000004E-05, -8E-15, -4.09131E-05, 3.0279517236118072E-06, 8E-15, 4.0878200000000004E-05
DataValue, 4.8, 7, 4.3137200000000004E-05, 9.6000000000000007E-14, -4.31698E-05, 3.0489883326815566E-06, 9.6000000000000007E-14, 4.3137200000000004E-05
DataValue, 4.9, 7, 4.54658E-05, 1.7E-13, -4.55024E-05, 3.0818504199576329E-06, 1.7E-13, 4.54658E-05
DataValue, 5, 7, 4.78725E-05, -6.2E-14, -4.79131E-05, 3.1162831375987878E-06, 6.2E-14, 4.78725E-05
DataValue, 5.1000000000000005, 7, 5.03517E-05, 7.2000000000000009E-14, -5.03946E-05, 3.1272260809058565E-06, 7.2000000000000009E-14, 5.03517E-05
DataValue, 5.2, 7, 5.28918E-05, -1.12E-13, -5.2946300000000005E-05, 3.1451371621254931E-06, 1.12E-13, 5.28918E-05
DataValue, 5.3, 7, 5.5511200000000005E-05, -2.68E-13, -5.5566200000000003E-05, 3.1990593480362546E-06, 2.68E-13, 5.5511200000000005E-05
DataValue, 5.4, 7, 5.82229E-05, -2.61E-13, -5.82696E-05, 3.2206458150011892E-06, 2.61E-13, 5.82229E-05
DataValue, 5.5, 7, 6.09884E-05, -2.92E-13, -6.10437E-05, 3.2312391643207763E-06, 2.92E-13, 6.09884E-05
DataValue, 5.6000000000000005, 7, 6.38386E-05, -8.1000000000000008E-14, -6.39047E-05, 3.2688750172404939E-06, 8.1000000000000008E-14, 6.38386E-05
DataValue, 5.7, 7, 6.6767E-05, -4.4E-14, -6.68357E-05, 3.292008076962545E-06, 4.4E-14, 6.6767E-05
DataValue, 5.8, 7, 6.9769E-05, -3.6000000000000004E-14, -6.98455E-05, 3.3167062094412278E-06, 3.6000000000000004E-14, 6.9769E-05
DataValue, 5.9, 7, 7.28521E-05, -1.53E-13, -7.29343E-05, 3.3436611126312617E-06, 1.53E-13, 7.28521E-05
DataValue, 6, 7, 7.60122E-05, 2.2900000000000003E-13, -7.60905E-05, 3.3570995755993565E-06, 2.2900000000000003E-13, 7.60122E-05
DataValue, 6.1000000000000005, 7, 7.92419E-05, 9.0000000000000008E-14, -7.934620000000001E-05, 3.3884981256464375E-06, 9.0000000000000008E-14, 7.92419E-05
DataValue, 6.2, 7, 8.25673E-05, 2.11E-13, -8.26664E-05, 3.4176869223961392E-06, 2.11E-13, 8.25673E-05
DataValue, 6.3, 7, 8.59613E-05, 1.82E-13, -8.60688E-05, 3.4295219200617875E-06, 1.82E-13, 8.59613E-05
DataValue, 6.4, 7, 8.9435500000000008E-05, 1.6E-14, -8.95509E-05, 3.44245111742805E-06, 1.6E-14, 8.9435500000000008E-05
DataValue, 6.5, 7, 9.29799E-05, -5.1000000000000004E-14, -9.30994E-05, 3.4491829562775095E-06, 5.1000000000000004E-14, 9.29799E-05
DataValue, 6.6000000000000005, 7, 9.6598900000000008E-05, -2.3000000000000003E-13, -9.67286E-05, 3.4629580392207432E-06, 2.3000000000000003E-13, 9.6598900000000008E-05
DataValue, 6.7, 7, 0.000100296, -1.59E-13, -0.00010043150000000001, 3.4918846519000905E-06, 1.59E-13, 0.000100296
DataValue, 6.8, 7, 0.000104085, 1.12E-13, -0.00010424, 3.4969556027420367E-06, 1.12E-13, 0.000104085
DataValue, 6.9, 7, 0.00010792700000000001, 1.5000000000000002E-13, -0.000108089, 3.4853052733177842E-06, 1.5000000000000002E-13, 0.00010792700000000001
DataValue, 7, 7, 0.000111843, 5.2000000000000006E-14, -0.000112028, 3.4891644507568078E-06, 5.2000000000000006E-14, 0.000111843
