
SetupTitle, TFT lin RollOut
PrimitiveTest, I/V Sweep
DataValue, 1.7000000000000002, 0.1, 1.6647100000000002E-06, -1.5000000000000002E-14, -1.6651400000000002E-06, 1.0483500000000007E-06, 1.5000000000000002E-14, 1.6647100000000002E-06
DataValue, 1.8, 0.1, 1.7702700000000003E-06, -5.2000000000000006E-14, -1.7707300000000002E-06, 1.0657E-06, 5.2000000000000006E-14, 1.7702700000000003E-06
DataValue, 1.9000000000000001, 0.1, 1.8778500000000002E-06, -1.1960000000000002E-12, -1.8786800000000002E-06, 1.0807500000000004E-06, 1.1960000000000002E-12, 1.8778500000000002E-06
DataValue, 2, 0.1, 1.9864200000000003E-06, 9.32E-13, -1.98769E-06, 1.0962999999999998E-06, 9.32E-13, 1.9864200000000003E-06
DataValue, 2.1, 0.1, 2.09711E-06, 3.19E-13, -2.0983000000000003E-06, 1.110549999999998E-06, 3.19E-13, 2.09711E-06
DataValue, 2.2, 0.1, 2.20853E-06, -1.9000000000000002E-13, -2.2100900000000004E-06, 1.1230000000000007E-06, 1.9000000000000002E-13, 2.20853E-06
DataValue, 2.3000000000000003, 0.1, 2.3217100000000004E-06, 6.07E-13, -2.32314E-06, 1.1388500000000025E-06, 6.07E-13, 2.3217100000000004E-06
DataValue, 2.4, 0.1, 2.4363000000000003E-06, -3.0900000000000005E-13, -2.43786E-06, 1.1510999999999997E-06, 3.0900000000000005E-13, 2.4363000000000003E-06
DataValue, 2.5, 0.1, 2.55193E-06, -6.14E-13, -2.5539000000000002E-06, 1.1632499999999979E-06, 6.14E-13, 2.55193E-06
DataValue, 2.6, 0.1, 2.66895E-06, -7.2000000000000009E-14, -2.67035E-06, 1.1775500000000009E-06, 7.2000000000000009E-14, 2.66895E-06
DataValue, 2.7, 0.1, 2.7874400000000005E-06, 1.7E-14, -2.7889700000000003E-06, 1.1859000000000006E-06, 1.7E-14, 2.7874400000000005E-06
DataValue, 2.8000000000000003, 0.1, 2.9061300000000004E-06, -5E-13, -2.9084800000000005E-06, 1.1966000000000001E-06, 5E-13, 2.9061300000000004E-06
DataValue, 2.9, 0.1, 3.02676E-06, 4.6100000000000006E-13, -3.0292800000000002E-06, 1.2129500000000004E-06, 4.6100000000000006E-13, 3.02676E-06
DataValue, 3, 0.1, 3.14872E-06, -3.2000000000000005E-13, -3.1511400000000005E-06, 1.2206999999999998E-06, 3.2000000000000005E-13, 3.14872E-06
DataValue, 3.1, 0.1, 3.2709000000000003E-06, -3.4E-13, -3.2737000000000005E-06, 1.2308999999999997E-06, 3.4E-13, 3.2709000000000003E-06
DataValue, 3.2, 0.1, 3.3949000000000003E-06, 3.3500000000000004E-13, -3.3971100000000003E-06, 1.2419999999999991E-06, 3.3500000000000004E-13, 3.3949000000000003E-06
DataValue, 3.3000000000000003, 0.1, 3.5193000000000003E-06, -1.77E-13, -3.5223800000000002E-06, 1.2556000000000024E-06, 1.77E-13, 3.5193000000000003E-06
DataValue, 3.4, 0.1, 3.6460200000000005E-06, 1.87E-13, -3.6477300000000002E-06, 1.2646500000000024E-06, 1.87E-13, 3.6460200000000005E-06
DataValue, 3.5, 0.1, 3.7722300000000005E-06, 1.25E-13, -3.77578E-06, 1.2689999999999969E-06, 1.25E-13, 3.7722300000000005E-06
DataValue, 3.6, 0.1, 3.89982E-06, 1.88E-13, -3.90302E-06, 1.2814499999999975E-06, 1.88E-13, 3.89982E-06
DataValue, 3.7, 0.1, 4.02852E-06, -3.3000000000000005E-14, -4.0314E-06, 1.2903500000000018E-06, 3.3000000000000005E-14, 4.02852E-06
DataValue, 3.8000000000000003, 0.1, 4.1578900000000006E-06, 1.19E-13, -4.1612800000000006E-06, 1.3001000000000047E-06, 1.19E-13, 4.1578900000000006E-06
DataValue, 3.9, 0.1, 4.2885400000000008E-06, -3.7300000000000003E-13, -4.29134E-06, 1.3084500000000002E-06, 3.7300000000000003E-13, 4.2885400000000008E-06
DataValue, 4, 0.1, 4.41958E-06, -5.3E-14, -4.42274E-06, 1.3176000000000007E-06, 5.3E-14, 4.41958E-06
DataValue, 4.1, 0.1, 4.5520600000000006E-06, -9.3500000000000016E-13, -4.55639E-06, 1.3313499999999983E-06, 9.3500000000000016E-13, 4.5520600000000006E-06
DataValue, 4.2, 0.1, 4.68585E-06, -6.06E-13, -4.68877E-06, 1.3365999999999971E-06, 6.06E-13, 4.68585E-06
DataValue, 4.3, 0.1, 4.81938E-06, -3.5500000000000005E-13, -4.8227000000000004E-06, 1.3415999999999996E-06, 3.5500000000000005E-13, 4.81938E-06
DataValue, 4.4, 0.1, 4.95417E-06, 5.2400000000000009E-13, -4.9573700000000006E-06, 1.3482999999999982E-06, 5.2400000000000009E-13, 4.95417E-06
DataValue, 4.5, 0.1, 5.08904E-06, 2.7000000000000002E-14, -5.0932100000000005E-06, 1.3594499999999989E-06, 2.7000000000000002E-14, 5.08904E-06
DataValue, 4.6000000000000005, 0.1, 5.22606E-06, -2.0200000000000002E-13, -5.2299000000000005E-06, 1.3686499999999988E-06, 2.0200000000000002E-13, 5.22606E-06
DataValue, 4.7, 0.1, 5.36277E-06, 8.3400000000000008E-13, -5.3669700000000009E-06, 1.3786500000000056E-06, 8.3400000000000008E-13, 5.36277E-06
DataValue, 4.8, 0.1, 5.5017900000000006E-06, 2.67E-13, -5.5051800000000005E-06, 1.3875000000000003E-06, 2.67E-13, 5.5017900000000006E-06
DataValue, 4.9, 0.1, 5.6402700000000005E-06, -7.96E-13, -5.64493E-06, 1.3874499999999968E-06, 7.96E-13, 5.6402700000000005E-06
DataValue, 5, 0.1, 5.77928E-06, -2.9000000000000003E-13, -5.7837900000000006E-06, 1.3939499999999983E-06, 2.9000000000000003E-13, 5.77928E-06
DataValue, 5.1000000000000005, 0.1, 5.91906E-06, -8.760000000000001E-13, -5.9232900000000007E-06, 1.4020000000000024E-06, 8.760000000000001E-13, 5.91906E-06
DataValue, 5.2, 0.1, 6.0596800000000009E-06, 2.84E-13, -6.0644000000000008E-06, 1.4074500000000046E-06, 2.84E-13, 6.0596800000000009E-06
DataValue, 5.3, 0.1, 6.20055E-06, 1.17E-12, -6.2059100000000009E-06, 1.410849999999999E-06, 1.17E-12, 6.20055E-06
DataValue, 5.4, 0.1, 6.341850000000001E-06, -1.7E-13, -6.3473800000000007E-06, 1.4251499999999998E-06, 1.7E-13, 6.341850000000001E-06
DataValue, 5.5, 0.1, 6.4855800000000005E-06, -4.7E-14, -6.4902900000000005E-06, 1.4330499999999977E-06, 4.7E-14, 6.4855800000000005E-06
DataValue, 5.6000000000000005, 0.1, 6.6284600000000007E-06, -2.36E-13, -6.633040000000001E-06, 1.4341999999999976E-06, 2.36E-13, 6.6284600000000007E-06
DataValue, 5.7, 0.1, 6.77242E-06, -1.0800000000000001E-13, -6.77741E-06, 1.442900000000007E-06, 1.0800000000000001E-13, 6.77242E-06
DataValue, 5.8, 0.1, 6.9170400000000011E-06, -6.9300000000000008E-13, -6.922790000000001E-06, 1.4484499999999992E-06, 6.9300000000000008E-13, 6.9170400000000011E-06
DataValue, 5.9, 0.1, 7.06211E-06, -3.78E-13, -7.066950000000001E-06, 1.4481499999999952E-06, 3.78E-13, 7.06211E-06
DataValue, 6, 0.1, 7.20667E-06, 1.145E-12, -7.2110700000000007E-06, 1.452199999999999E-06, 1.145E-12, 7.20667E-06
DataValue, 6.1000000000000005, 0.1, 7.3525500000000004E-06, 1.0500000000000001E-13, -7.3578600000000009E-06, 1.4633000000000005E-06, 1.0500000000000001E-13, 7.3525500000000004E-06
DataValue, 6.2, 0.1, 7.4993300000000008E-06, 1E-13, -7.5031500000000012E-06, 1.4625500000000096E-06, 1E-13, 7.4993300000000008E-06
DataValue, 6.3, 0.1, 7.6450600000000013E-06, -3.06E-13, -7.6488800000000009E-06, 1.4577000000000026E-06, 3.06E-13, 7.6450600000000013E-06
DataValue, 6.4, 0.1, 7.7908700000000015E-06, -4.2900000000000004E-13, -7.7965100000000014E-06, 1.4733999999999955E-06, 4.2900000000000004E-13, 7.7908700000000015E-06
DataValue, 6.5, 0.1, 7.93974E-06, 5.0300000000000008E-13, -7.94501E-06, 1.4906999999999945E-06, 5.0300000000000008E-13, 7.93974E-06
DataValue, 6.6000000000000005, 0.1, 8.08901E-06, 6.1E-13, -8.0953900000000014E-06, 1.4941000000000036E-06, 6.1E-13, 8.08901E-06
DataValue, 6.7, 0.1, 8.2385600000000016E-06, 9.55E-13, -8.24326E-06, 1.490650000000006E-06, 9.55E-13, 8.2385600000000016E-06
DataValue, 6.8, 0.1, 8.38714E-06, 5.6E-14, -8.3919E-06, 1.4977999999999914E-06, 5.6E-14, 8.38714E-06
DataValue, 6.9, 0.1, 8.53812E-06, -3.0900000000000005E-13, -8.54072E-06, 1.4973999999999973E-06, 3.0900000000000005E-13, 8.53812E-06
DataValue, 7, 0.1, 8.68662E-06, -1.0800000000000001E-13, -8.6919800000000011E-06, 1.4850000000000089E-06, 1.0800000000000001E-13, 8.68662E-06
