
SetupTitle, TFT sat RollOut
PrimitiveTest, I/V Sweep
DataValue, 2, 7, 2.4865800000000003E-06, -2.293E-12, -2.4847700000000004E-06, 9.8892857703455045E-07, 2.293E-12, 2.4865800000000003E-06
DataValue, 2.1, 7, 2.81124E-06, -4.8000000000000008E-13, -2.8065400000000004E-06, 1.001532024841285E-06, 4.8000000000000008E-13, 2.81124E-06
DataValue, 2.2, 7, 3.15788E-06, 3.799E-12, -3.1568600000000004E-06, 1.0223030857120295E-06, 3.799E-12, 3.15788E-06
DataValue, 2.3000000000000003, 7, 3.5302400000000004E-06, -1.709E-12, -3.5288900000000004E-06, 1.0414574587193355E-06, 1.709E-12, 3.5302400000000004E-06
DataValue, 2.4, 7, 3.9249400000000006E-06, -3.08E-13, -3.92347E-06, 1.0534518792529924E-06, 3.08E-13, 3.9249400000000006E-06
DataValue, 2.5, 7, 4.34376E-06, 1.6200000000000002E-12, -4.3438100000000005E-06, 1.0696799692828243E-06, 1.6200000000000002E-12, 4.34376E-06
DataValue, 2.6, 7, 4.78733E-06, -1.7660000000000002E-12, -4.78664E-06, 1.0879190007315202E-06, 1.7660000000000002E-12, 4.78733E-06
DataValue, 2.7, 7, 5.2568200000000008E-06, 5.3E-14, -5.25564E-06, 1.1024810485864391E-06, 5.3E-14, 5.2568200000000008E-06
DataValue, 2.8000000000000003, 7, 5.75038E-06, 5.86E-13, -5.7501300000000006E-06, 1.1136944122240198E-06, 5.86E-13, 5.75038E-06
DataValue, 2.9, 7, 6.2692100000000007E-06, 7.31E-13, -6.27068E-06, 1.12883680835206E-06, 7.31E-13, 6.2692100000000007E-06
DataValue, 3, 7, 6.8146500000000009E-06, -1.5030000000000002E-12, -6.8155000000000011E-06, 1.1421080778288088E-06, 1.5030000000000002E-12, 6.8146500000000009E-06
DataValue, 3.1, 7, 7.3852300000000004E-06, 6.2300000000000007E-13, -7.3866200000000011E-06, 1.1568522291584177E-06, 6.2300000000000007E-13, 7.3852300000000004E-06
DataValue, 3.2, 7, 7.98403E-06, -4.5900000000000006E-13, -7.98534E-06, 1.1723163446297E-06, 4.5900000000000006E-13, 7.98403E-06
DataValue, 3.3000000000000003, 7, 8.6090900000000013E-06, -6.84E-13, -8.6112200000000012E-06, 1.1837404115420815E-06, 6.84E-13, 8.6090900000000013E-06
DataValue, 3.4, 7, 9.26108E-06, -3.17E-13, -9.26442E-06, 1.1988204874664769E-06, 3.17E-13, 9.26108E-06
DataValue, 3.5, 7, 9.9420800000000012E-06, -5.4000000000000003E-14, -9.94512E-06, 1.2121431139305498E-06, 5.4000000000000003E-14, 9.9420800000000012E-06
DataValue, 3.6, 7, 1.0649760000000002E-05, 1.7040000000000002E-12, -1.0653000000000001E-05, 1.2225580712513786E-06, 1.7040000000000002E-12, 1.0649760000000002E-05
DataValue, 3.7, 7, 1.1385530000000002E-05, -7.6300000000000008E-13, -1.1389930000000001E-05, 1.2351395432574989E-06, 7.6300000000000008E-13, 1.1385530000000002E-05
DataValue, 3.8000000000000003, 7, 1.21499E-05, -8.8200000000000008E-13, -1.21599E-05, 1.2490084499888772E-06, 8.8200000000000008E-13, 1.21499E-05
DataValue, 3.9, 7, 1.29439E-05, 1.6490000000000001E-12, -1.29525E-05, 1.2580912391495186E-06, 1.6490000000000001E-12, 1.29439E-05
DataValue, 4, 7, 1.3764100000000001E-05, -9.0600000000000008E-13, -1.37736E-05, 1.2666280715445769E-06, 9.0600000000000008E-13, 1.3764100000000001E-05
DataValue, 4.1, 7, 1.46142E-05, -1.6740000000000001E-12, -1.46259E-05, 1.280640535621055E-06, 1.6740000000000001E-12, 1.46142E-05
DataValue, 4.2, 7, 1.54947E-05, 4.71E-13, -1.55064E-05, 1.2939707541764959E-06, 4.71E-13, 1.54947E-05
DataValue, 4.3, 7, 1.64054E-05, 1.6810000000000002E-12, -1.6390500000000002E-05, 1.2903752060167035E-06, 1.6810000000000002E-12, 1.64054E-05
DataValue, 4.4, 7, 1.73349E-05, 5.4700000000000009E-13, -1.73546E-05, 1.3010029204737878E-06, 5.4700000000000009E-13, 1.73349E-05
DataValue, 4.5, 7, 1.83054E-05, 8.6200000000000006E-13, -1.83209E-05, 1.332044889146026E-06, 8.6200000000000006E-13, 1.83054E-05
DataValue, 4.6000000000000005, 7, 1.93103E-05, -1.955E-12, -1.9321800000000002E-05, 1.3337442476141878E-06, 1.955E-12, 1.93103E-05
DataValue, 4.7, 7, 2.03352E-05, 1.65E-12, -2.03567E-05, 1.342465295200465E-06, 1.65E-12, 2.03352E-05
DataValue, 4.8, 7, 2.14006E-05, 1.088E-12, -2.14194E-05, 1.3654713733734349E-06, 1.088E-12, 2.14006E-05
DataValue, 4.9, 7, 2.24976E-05, 1.81E-13, -2.2514E-05, 1.3685863101810622E-06, 1.81E-13, 2.24976E-05
DataValue, 5, 7, 2.36201E-05, 1.295E-12, -2.3640500000000002E-05, 1.3784875318597063E-06, 1.295E-12, 2.36201E-05
DataValue, 5.1000000000000005, 7, 2.47803E-05, -5.4E-13, -2.47985E-05, 1.3878416690019589E-06, 5.4E-13, 2.47803E-05
DataValue, 5.2, 7, 2.59658E-05, 2.4100000000000003E-13, -2.5987600000000002E-05, 1.3953398614849715E-06, 2.4100000000000003E-13, 2.59658E-05
DataValue, 5.3, 7, 2.7188200000000002E-05, 5.21E-13, -2.72095E-05, 1.4116629052700481E-06, 5.21E-13, 2.7188200000000002E-05
DataValue, 5.4, 7, 2.8444E-05, -6.9000000000000009E-13, -2.84643E-05, 1.4168446509539261E-06, 6.9000000000000009E-13, 2.8444E-05
DataValue, 5.5, 7, 2.97275E-05, 3.3300000000000005E-13, -2.97528E-05, 1.4227386653307911E-06, 3.3300000000000005E-13, 2.97275E-05
DataValue, 5.6000000000000005, 7, 3.10455E-05, 5.9E-14, -3.10714E-05, 1.434733613777611E-06, 5.9E-14, 3.10455E-05
DataValue, 5.7, 7, 3.23972E-05, -4.2000000000000003E-13, -3.24251E-05, 1.4474552587219353E-06, 4.2000000000000003E-13, 3.23972E-05
DataValue, 5.8, 7, 3.37848E-05, 5.64E-13, -3.38096E-05, 1.4532900629040578E-06, 5.64E-13, 3.37848E-05
DataValue, 5.9, 7, 3.52E-05, 1.1000000000000001E-13, -3.5228800000000004E-05, 1.4559178901150984E-06, 1.1000000000000001E-13, 3.52E-05
DataValue, 6, 7, 3.66484E-05, 8.1000000000000008E-14, -3.66792E-05, 1.4647701788817098E-06, 8.1000000000000008E-14, 3.66484E-05
DataValue, 6.1000000000000005, 7, 3.8130800000000004E-05, -7.1600000000000008E-13, -3.8158500000000004E-05, 1.46833170961504E-06, 7.1600000000000008E-13, 3.8130800000000004E-05
DataValue, 6.2, 7, 3.96414E-05, -3.4400000000000005E-13, -3.96769E-05, 1.4751783966086642E-06, 3.4400000000000005E-13, 3.96414E-05
DataValue, 6.3, 7, 4.11898E-05, 1.02E-12, -4.12252E-05, 1.482759383801301E-06, 1.02E-12, 4.11898E-05
DataValue, 6.4, 7, 4.27674E-05, -2.8900000000000003E-13, -4.28025E-05, 1.48429615295446E-06, 2.8900000000000003E-13, 4.27674E-05
DataValue, 6.5, 7, 4.43768E-05, -2.034E-12, -4.44141E-05, 1.4859736983053204E-06, 2.034E-12, 4.43768E-05
DataValue, 6.6000000000000005, 7, 4.60156E-05, -1.416E-12, -4.6054100000000003E-05, 1.4877882544162575E-06, 1.416E-12, 4.60156E-05
DataValue, 6.7, 7, 4.7686500000000005E-05, 4.3000000000000004E-13, -4.77162E-05, 1.4877280450871075E-06, 4.3000000000000004E-13, 4.7686500000000005E-05
DataValue, 6.8, 7, 4.93847E-05, -1.017E-12, -4.94267E-05, 1.4878538871132565E-06, 1.017E-12, 4.93847E-05
DataValue, 6.9, 7, 5.11153E-05, 8.4100000000000005E-13, -5.11648E-05, 1.4924971197170334E-06, 8.4100000000000005E-13, 5.11153E-05
DataValue, 7, 7, 5.28785E-05, 2.5300000000000003E-13, -5.2921200000000004E-05, 1.494847624061224E-06, 2.5300000000000003E-13, 5.28785E-05
